"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"X5SMGNSD","book","2005","Batt, Noëlle.","Penser par le diagramme : de Gilles Deleuze à Gilles Châtelet","","2-84292-158-5 978-2-84292-158-3","","","","","2005","2020-11-17 16:24:28","2020-11-17 16:24:28","","","","","","","","","TLE, Théorie littérature enseignement","22","","","Presses universitaires de Vincennes","Saint-Denis","","","","","","","0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F2PWQXGM","bookSection","2005","Batt, Noëlle.","L'expérience diagrammatique : un nouveau régime de pensée","Penser par le diagramme : de Gilles Deleuze à Gilles Châtelet","2-84292-158-5 978-2-84292-158-3","","","","","2005","2020-11-17 16:24:41","2020-11-17 16:24:41","","","","","","","","","TLE, Théorie littérature enseignement","22","","","Presses universitaires de Vincennes","Saint-Denis","","","","","","","","","<!-- 		@page { margin: 2cm } 		P { text-indent: 0.64cm; margin-bottom: 0.21cm; line-height: 150%; text-align: justify } --> <p><span lang=""fr-FR"">""... Deleuze mettra en avant la notion (diagramme) pour en faire le critère qui lui permettra de différencier trois grandes voies de l'art moderne. La peinture abstraite élabore moins un diagramme qu'un code symbolique, suivant de grandes oppositions formelles. Dans l'Expressionnisme abstrait, le diagramme envahit tout est devient le tableau lui-même. Également critique de ces deux voies, Bacon en invente une troisième. Il n'est pas attiré par le code auquel manque la sensation. Mais il est opposé à la prolifération du diagramme qui gâche le tableau. Du diagramme doit ""sortir quelques chose"". Les données figuratives ne doivent pas disparaître complétement. Une zone d'indétermination se crée entre elles et ""une nouvelle figuration, celle de la Figure, doit sortir du diagramme et porter la sensation au clair et au précis"" (p. 71) "" p. 13 </span></p>; <!-- 		@page { margin: 2cm } 		P { margin-bottom: 0.21cm } --> <p>""... le diagramme a pour fonction de représenter, de clarifier, d'expliciter quelque chose qui tient aux relations entre la partie et le tout et entre les parties entre elles (qu'il s'agisse d'un ensemble naturel comme une fleur ou d'un ensemble mathématique, algébrique ou géométrique), mais qu'il peut aussi exprimer un parcours dynamique, une évolution, la suite d'une même phénomène."" p. 7</p>; <!-- 		@page { margin: 2cm } 		P { margin-bottom: 0.21cm } --> <p>""Le diagramme est aussi le moment propice d'une rêverie bachelardienne qui autorise une mise en jeu de l'analogie, dont il n'est pas exclu qu'elle puisse prendre des formes un peu frustres, un peu primaires parfois peut-être, autorisant pour cela même des aboutements, des connexions peu orthodoxes (comme une espèce de soupe primitive où des choses a priori fort éloignée peuvent s'associer et se féconder) et qui permet de progresser dans la pensée, même si cette progression suit un trajet erratique ou turbulent. [...] La pensée se fait en diagrammatisant."" p. 22</p>; <!-- 		@page { margin: 2cm } 		P { margin-bottom: 0.21cm } --> <p>""Mais Deleuze propose, pour expliquer la nature analogique du diagramme, un glissement de la notion de similitude à la notion de modulation qui n'a pas, à notre sens, reçu toute l'attention qu'elle méritait (p. 76)."" p. 13</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYW2K7WG","book","2020","","Conspiracy Theories: Philosophers Connect the Dots","","978-0-8126-9479-6","","","","Conspiracy theories have become a major element in modern opinion formation. From the theory that the killing of President Kennedy was masterminded by a powerful conspiracy to the theory that 9/11 was an inside job, from the story that Barack Obama wasn’t born in America to the story that Donald Trump was a Russian asset, conspiracy theories have become a major element in opinion formation and an ever-present influence, sometimes open, sometimes hidden, on the daily headline news. In Conspiracy Theories, philosophers of diverse backgrounds and persuasions focus their lenses on the phenomenon of the conspiracy theory, its psychological causes, its typical shape, and its political consequences. Among the questions addressed: ● What’s the formula for designing a contagious conspiracy theory? ● Where does conspiracy theorizing end and investigative reporting begin? ● What can we learn about conspiracy theories from the three movie treatments of the Kennedy assassination (The Parallax View, JFK, and Interview with the Assassin)? ● Does political powerlessness generate conspiracy theories? ● Is conspiracy theorizing essentially an instinct that lies behind all belief in religion and all striving for a meaningful life? ● Can we find conspiracy theories in all political movements for centuries past? ● What are the most common types of fallacious reasoning that tend to support conspiracy theories? ● Is there a psychological disorder at the root of conspiracy theories? ● Why is the number of flat-earthers growing?","2020-01-07","2020-11-17 18:39:31","2020-11-17 18:39:31","","","256","","","","","Conspiracy Theories","","","","","Open Court","Chicago","English","","","","","Amazon","","","","","https://www.amazon.com/Conspiracy-Theories-Philosophers-Connect-Dots/dp/0812694791","","","Greene, Richard; Robison-Greene, Rachel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJV9PMQK","webpage","2020","Szoniecky, Samuel","samszo/artstrompeurs-postverite","Github","","","","https://github.com/samszo/artstrompeurs-postverite","","2020","2020-11-24 17:03:33","2021-06-28 22:27:03","2020-11-24 17:03:33","","","","","","","","","","","","","","français","","plateforme d'hébergment Web","","","","","","","","","Post-vérité; Arts trompeurs : puissances du faux et stratégies d’illusion; Axe 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I4BS5F7G","journalArticle","2011","Bachimont, Bruno; Gandon, Fabien; Poupeau, Gautier; Vatant, Bernard; Troncy, Raphaël; Pouyllau, Stéphane; Martinez, Ruth; Battisti, Michèle; Zacklad, Manuel","Enjeux et technologies : des données au sens","Documentaliste-Sciences de l'Information","","0012-4508","10.3917/docsi.484.0024","http://www.cairn.info/article.php?ID_ARTICLE=DOCSI_484_0024","","2011-12-01","2020-12-08 16:57:55","2020-12-08 16:57:55","2014-10-22 06:40:55","24-41","","4","48","","Documentaliste-Sciences de l'Information","Enjeux et technologies","","","","","","","fr","© A.D.B.S.","","","","www.cairn.info","","","<p>""il y a un conflit entre l’holisme du sens et le mécanisme de la syntaxe. Le sens d’un texte dépend de son contexte, le sens d’un paragraphe dépend aussi du texte dans lequel il s’intègre, le sens d’un mot du paragraphe qui le contient, etc. : le sens va du global au local, de la compréhension globale vers l’analyse. Or, le formalisme opère de manière inverse : le sens d’une formule logique se construit à partir du sens de ses parties, allant du local au global."" <span style=""color: #545454; font-family: arial, sans-serif; font-size: small; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">§ 1</span>1</p>; <p>""Le web sémantique n’est pas seulement un slogan. C’est un projet, voire une utopie, celle de pouvoir déléguer à la machine une partie de l’interprétation des ressources du Web. Or, parler d’interprétation, c’est parler du sens, du sens que l’on donne à ces ressources et sur lequel on se fonde pour les exploiter, les transformer, les transférer."" <span style=""color: #545454; font-family: arial, sans-serif; font-size: small; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">§ 1</span></p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5GYJX9UA","book","1966","Berger, Peter; Luckman, Thomas","La construction sociale de la réalité","","","","","","","1966","2020-12-11 20:55:47","2020-12-11 20:55:47","","","","","","","","","","","","","Armand Colin","Paris","io","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PYBKIL78","book","1936","Bernhard, Robert E.","The Psychology of Conjuring","","","","","","","1936","2020-12-11 20:55:47","2020-12-11 20:55:47","","","","","","","","","","","","","Stanford, Stanford University Press","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2BZ4LETU","book","2018","Benkler, Yochai; Roberts, Hal; Faris, Robert","Network Propaganda: Manipulation, Disinformation, and Radicalization in American Politics","","","","","","","2018","2020-12-11 20:55:47","2020-12-11 20:55:47","","","","","","","","","","","","","Oxford University Press","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCN28YLN","book","2013","Barkun, Michael","A Culture of Conspiracy. Apocalyptic Visions in Contemporary America","","","","","","","2013","2020-12-11 20:55:47","2020-12-11 20:55:47","","","","","","","","","","","","","University of California Press","Berkeley","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5J7ZA3LI","journalArticle","2003","Barad, Karen","Posthumanist Performativity: Toward an Understanding of How Matter Comes to Matte","Signs: Journal of Women in Culture and Society","","","","","","2003","2020-12-11 20:55:46","2020-12-11 20:55:46","","801–31","","3","28","","","","","","","","","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4DPB48VI","book","2010","Bachimont, Bruno","Le numérique comme support de la connaissance : entre matérialisation et interprétation » in Ressources vives. Le travail documentaire des professeurs en mathématiques, Ghislaine Gueudet et Luc Trouche (dir","","","","","","","2010","2020-12-11 20:55:46","2020-12-11 20:55:46","","","","","","","","","","","","","PUR et INRP","Paideia","fr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MFZBKB4B","book","1991","Austin, John Langshaw","Quand dire, c’est faire","","","","","","","1991","2020-12-11 20:55:46","2020-12-11 20:55:46","","","","","","","","","","","","","Édition du Seuil","Paris","fr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VF87F9Z3","book","2003","Ascanio, Arturo; Etchevery, Jesus","The Magic of Ascanio: The Structural Conception of Magic","","","","","","","2003","2020-12-11 20:55:46","2020-12-11 20:55:46","","","","","","","","","","","","","","Madrid, Paginas","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C3X4TEHN","book","1996","Barbier, Frédéric et Catherine B.E.R.T.H.O.-L.A.V.E.N.I.R.","Histoire des médias: de Diderot à Internet","","","","","","","1996","2020-12-11 20:55:46","2020-12-11 20:55:46","","","","","","","","","","","","","Colin","Paris","de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5R2B38SD","book","2007","Barad, Karen","Meeting the Universe Halfway. Quantum Physics and the Entanglement of Matter and Meaning","","","","","","","2007","2020-12-11 20:55:46","2020-12-11 20:55:46","","","","","","","","","","","","","Duke University Press","Durham","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K5YZZBU9","book","2017","Badouard, Romain","Le désenchantement de l’internet. Désinformation, rumeur et propagande","","","","","","","2017","2020-12-11 20:55:46","2020-12-11 20:55:46","","","","","","","","","","","","","FYP","Paris","fr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M76FBFAF","book","1994","Auslander, Philip","Presence and Resistance: Postmodernism and Cultural Politics in Contemporary American Performance","","","","","","","1994","2020-12-11 20:55:46","2020-12-11 20:55:46","","","","","","","","","","","","","Ann Arbor, University of Michigan Press","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Annotated","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SERJL89X","book","2011","Auslander, Philip","Liveness: Performance in a Mediatized Culture","","","","","","","2011","2020-12-11 20:55:46","2020-12-11 20:55:46","","","","","","","","","","","","","Routledge","London-New York","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S6XEXIY5","book","2002","Arnheim, Rudolf","Film Als Kunst","","","","","","","2002","2020-12-11 20:55:46","2020-12-11 20:55:46","","","","","","","","","","","","","Suhrkamp","Frankfurt am Main","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YUJJVESK","book","1973","Annequin, Jacques","Recherches sur l’action magique et ses représentations","","","","","","","1973","2020-12-11 20:55:46","2020-12-11 20:55:46","","","","","","","","","","","","","Les Belles Lettres","Paris","fr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XTCNWA8V","book","1999","Alzaris, Stefan","Illusionnisme et magie","","","","","","","1999","2020-12-11 20:55:46","2020-12-11 20:55:46","","","","","","","","","Dominos","","","","Flammarion","Paris","fr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8U4E5ZTT","journalArticle","2000","Altman, Rick","Technologie et textualité de l’intermédialité","Sociétés et Représentations","","","","","","2000","2020-12-11 20:55:46","2020-12-11 20:55:46","","","","9","","","","","","","","","","","fr","","","","","","","","<p>Place: Paris Publisher: CREDHESS</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2XHBU7GQ","book","1995","Almeida, Fabrice","Images et propagande","","","","","","","1995","2020-12-11 20:55:45","2020-12-11 20:55:45","","","","","","","","","","","","","","Bruxelles, Casterman","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IFE5TJV3","book","2007","Acland, Charles R.","Residual Media","","","","","","","2007","2020-12-11 20:55:45","2020-12-11 20:55:45","","","","","","","","","","","","","Minneapolis, University of Minnesota Press","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
